Memory Length,4000,
Trigger Level,2.56900e+00,
Source,CH1,
Probe,1.0X,
Vertical Units,V,
Vertical Scale,5.00000e-02,
Vertical Position,6.00000e-02,
Horizontal Units,S,
Horizontal Scale,5.00000e-01,
Horizontal Position,6.1200000e+00,
Horizontal Mode,Main,
Sampling Period,4.00000e-03,
Firmware,V1.14,
Time, ,
Mode,Detail,
Waveform Data,
4.544000e+0,3.20e-2,
4.548000e+0,3.40e-2,
4.552000e+0,3.40e-2,
4.556000e+0,3.40e-2,
4.560000e+0,3.40e-2,
4.564000e+0,3.40e-2,
4.568000e+0,3.40e-2,
4.572000e+0,3.20e-2,
4.576000e+0,3.20e-2,
4.580000e+0,3.40e-2,
4.584000e+0,3.40e-2,
4.588000e+0,3.40e-2,
4.592000e+0,3.40e-2,
4.596000e+0,3.40e-2,
4.600000e+0,3.40e-2,
4.604000e+0,3.20e-2,
4.608000e+0,3.20e-2,
4.612000e+0,3.00e-2,
4.616000e+0,3.00e-2,
4.620000e+0,3.20e-2,
4.624000e+0,3.20e-2,
4.628000e+0,3.60e-2,
4.632000e+0,3.60e-2,
4.636000e+0,3.40e-2,
4.640000e+0,3.40e-2,
4.644000e+0,3.40e-2,
4.648000e+0,3.40e-2,
4.652000e+0,3.60e-2,
4.656000e+0,3.60e-2,
4.660000e+0,3.40e-2,
4.664000e+0,3.40e-2,
4.668000e+0,3.40e-2,
4.672000e+0,3.40e-2,
4.676000e+0,3.60e-2,
4.680000e+0,3.60e-2,
4.684000e+0,3.40e-2,
4.688000e+0,3.40e-2,
4.692000e+0,3.60e-2,
4.696000e+0,3.60e-2,
4.700000e+0,3.80e-2,
4.704000e+0,3.80e-2,
4.708000e+0,3.80e-2,
4.712000e+0,3.80e-2,
4.716000e+0,3.80e-2,
4.720000e+0,3.80e-2,
4.724000e+0,3.80e-2,
4.728000e+0,3.80e-2,
4.732000e+0,4.00e-2,
4.736000e+0,4.00e-2,
4.740000e+0,3.80e-2,
4.744000e+0,3.80e-2,
4.748000e+0,3.80e-2,
4.752000e+0,3.80e-2,
4.756000e+0,4.00e-2,
4.760000e+0,4.00e-2,
4.764000e+0,3.80e-2,
4.768000e+0,3.80e-2,
4.772000e+0,4.00e-2,
4.776000e+0,4.00e-2,
4.780000e+0,4.20e-2,
4.784000e+0,4.20e-2,
4.788000e+0,4.00e-2,
4.792000e+0,4.00e-2,
4.796000e+0,4.20e-2,
4.800000e+0,4.20e-2,
4.804000e+0,4.20e-2,
4.808000e+0,4.20e-2,
4.812000e+0,4.00e-2,
4.816000e+0,4.00e-2,
4.820000e+0,4.00e-2,
4.824000e+0,4.00e-2,
4.828000e+0,4.20e-2,
4.832000e+0,4.20e-2,
4.836000e+0,3.80e-2,
4.840000e+0,3.80e-2,
4.844000e+0,4.20e-2,
4.848000e+0,4.20e-2,
4.852000e+0,4.20e-2,
4.856000e+0,4.20e-2,
4.860000e+0,4.20e-2,
4.864000e+0,4.20e-2,
4.868000e+0,4.40e-2,
4.872000e+0,4.40e-2,
4.876000e+0,4.20e-2,
4.880000e+0,4.20e-2,
4.884000e+0,4.20e-2,
4.888000e+0,4.20e-2,
4.892000e+0,4.40e-2,
4.896000e+0,4.40e-2,
4.900000e+0,4.40e-2,
4.904000e+0,4.40e-2,
4.908000e+0,4.40e-2,
4.912000e+0,4.40e-2,
4.916000e+0,4.40e-2,
4.920000e+0,4.40e-2,
4.924000e+0,4.40e-2,
4.928000e+0,4.40e-2,
4.932000e+0,4.40e-2,
4.936000e+0,4.40e-2,
4.940000e+0,4.40e-2,
4.944000e+0,4.40e-2,
4.948000e+0,4.80e-2,
4.952000e+0,4.80e-2,
4.956000e+0,4.60e-2,
4.960000e+0,4.60e-2,
4.964000e+0,4.60e-2,
4.968000e+0,4.60e-2,
4.972000e+0,4.60e-2,
4.976000e+0,4.60e-2,
4.980000e+0,4.60e-2,
4.984000e+0,4.60e-2,
4.988000e+0,4.60e-2,
4.992000e+0,4.60e-2,
4.996000e+0,4.40e-2,
5.000000e+0,4.40e-2,
5.004000e+0,4.80e-2,
5.008000e+0,4.80e-2,
5.012000e+0,4.60e-2,
5.016000e+0,4.60e-2,
5.020000e+0,4.40e-2,
5.024000e+0,4.40e-2,
5.028000e+0,4.80e-2,
5.032000e+0,4.80e-2,
5.036000e+0,4.60e-2,
5.040000e+0,4.60e-2,
5.044000e+0,4.80e-2,
5.048000e+0,4.80e-2,
5.052000e+0,5.00e-2,
5.056000e+0,5.00e-2,
5.060000e+0,4.60e-2,
5.064000e+0,4.60e-2,
5.068000e+0,4.60e-2,
5.072000e+0,4.60e-2,
5.076000e+0,5.00e-2,
5.080000e+0,5.00e-2,
5.084000e+0,4.80e-2,
5.088000e+0,4.80e-2,
5.092000e+0,4.80e-2,
5.096000e+0,4.80e-2,
5.100000e+0,5.00e-2,
5.104000e+0,5.00e-2,
5.108000e+0,5.00e-2,
5.112000e+0,5.00e-2,
5.116000e+0,5.00e-2,
5.120000e+0,5.00e-2,
5.124000e+0,5.00e-2,
5.128000e+0,5.00e-2,
5.132000e+0,5.00e-2,
5.136000e+0,5.00e-2,
5.140000e+0,5.00e-2,
5.144000e+0,5.00e-2,
5.148000e+0,5.00e-2,
5.152000e+0,5.00e-2,
5.156000e+0,5.20e-2,
5.160000e+0,5.20e-2,
5.164000e+0,5.00e-2,
5.168000e+0,5.00e-2,
5.172000e+0,5.20e-2,
5.176000e+0,5.20e-2,
5.180000e+0,5.20e-2,
5.184000e+0,5.20e-2,
5.188000e+0,5.00e-2,
5.192000e+0,5.00e-2,
5.196000e+0,5.20e-2,
5.200000e+0,5.20e-2,
5.204000e+0,5.00e-2,
5.208000e+0,5.00e-2,
5.212000e+0,5.40e-2,
5.216000e+0,5.40e-2,
5.220000e+0,5.40e-2,
5.224000e+0,5.40e-2,
5.228000e+0,5.20e-2,
5.232000e+0,5.20e-2,
5.236000e+0,5.40e-2,
5.240000e+0,5.40e-2,
5.244000e+0,5.40e-2,
5.248000e+0,5.40e-2,
5.252000e+0,5.40e-2,
5.256000e+0,5.40e-2,
5.260000e+0,5.20e-2,
5.264000e+0,5.20e-2,
5.268000e+0,5.40e-2,
5.272000e+0,5.40e-2,
5.276000e+0,5.60e-2,
5.280000e+0,5.60e-2,
5.284000e+0,5.80e-2,
5.288000e+0,5.80e-2,
5.292000e+0,5.80e-2,
5.296000e+0,5.80e-2,
5.300000e+0,5.80e-2,
5.304000e+0,5.80e-2,
5.308000e+0,5.80e-2,
5.312000e+0,5.80e-2,
5.316000e+0,5.60e-2,
5.320000e+0,5.60e-2,
5.324000e+0,5.40e-2,
5.328000e+0,5.40e-2,
5.332000e+0,5.60e-2,
5.336000e+0,5.60e-2,
5.340000e+0,5.80e-2,
5.344000e+0,5.80e-2,
5.348000e+0,5.80e-2,
5.352000e+0,5.80e-2,
5.356000e+0,5.80e-2,
5.360000e+0,5.80e-2,
5.364000e+0,5.80e-2,
5.368000e+0,5.80e-2,
5.372000e+0,6.00e-2,
5.376000e+0,6.00e-2,
5.380000e+0,5.80e-2,
5.384000e+0,5.80e-2,
5.388000e+0,5.80e-2,
5.392000e+0,5.80e-2,
5.396000e+0,6.20e-2,
5.400000e+0,6.20e-2,
5.404000e+0,6.20e-2,
5.408000e+0,6.20e-2,
5.412000e+0,6.20e-2,
5.416000e+0,6.20e-2,
5.420000e+0,6.00e-2,
5.424000e+0,6.00e-2,
5.428000e+0,6.20e-2,
5.432000e+0,6.20e-2,
5.436000e+0,6.40e-2,
5.440000e+0,6.40e-2,
5.444000e+0,6.00e-2,
5.448000e+0,6.00e-2,
5.452000e+0,6.00e-2,
5.456000e+0,6.00e-2,
5.460000e+0,6.20e-2,
5.464000e+0,6.20e-2,
5.468000e+0,6.20e-2,
5.472000e+0,6.20e-2,
5.476000e+0,6.20e-2,
5.480000e+0,6.20e-2,
5.484000e+0,6.40e-2,
5.488000e+0,6.40e-2,
5.492000e+0,6.40e-2,
5.496000e+0,6.40e-2,
5.500000e+0,6.00e-2,
5.504000e+0,6.00e-2,
5.508000e+0,6.20e-2,
5.512000e+0,6.20e-2,
5.516000e+0,6.60e-2,
5.520000e+0,6.60e-2,
5.524000e+0,6.20e-2,
5.528000e+0,6.20e-2,
5.532000e+0,6.60e-2,
5.536000e+0,6.60e-2,
5.540000e+0,6.20e-2,
5.544000e+0,6.20e-2,
5.548000e+0,6.40e-2,
5.552000e+0,6.40e-2,
5.556000e+0,6.20e-2,
5.560000e+0,6.20e-2,
5.564000e+0,6.80e-2,
5.568000e+0,6.80e-2,
5.572000e+0,6.40e-2,
5.576000e+0,6.40e-2,
5.580000e+0,6.80e-2,
5.584000e+0,6.80e-2,
5.588000e+0,6.40e-2,
5.592000e+0,6.40e-2,
5.596000e+0,6.60e-2,
5.600000e+0,6.60e-2,
5.604000e+0,6.60e-2,
5.608000e+0,6.60e-2,
5.612000e+0,6.60e-2,
5.616000e+0,6.60e-2,
5.620000e+0,6.60e-2,
5.624000e+0,6.60e-2,
5.628000e+0,6.60e-2,
5.632000e+0,6.60e-2,
5.636000e+0,6.80e-2,
5.640000e+0,6.80e-2,
5.644000e+0,6.60e-2,
5.648000e+0,6.60e-2,
5.652000e+0,6.60e-2,
5.656000e+0,6.60e-2,
5.660000e+0,6.80e-2,
5.664000e+0,6.80e-2,
5.668000e+0,6.80e-2,
5.672000e+0,6.80e-2,
5.676000e+0,7.00e-2,
5.680000e+0,7.00e-2,
5.684000e+0,6.80e-2,
5.688000e+0,6.80e-2,
5.692000e+0,6.80e-2,
5.696000e+0,6.80e-2,
5.700000e+0,7.00e-2,
5.704000e+0,7.00e-2,
5.708000e+0,6.80e-2,
5.712000e+0,6.80e-2,
5.716000e+0,7.00e-2,
5.720000e+0,7.00e-2,
5.724000e+0,7.00e-2,
5.728000e+0,7.00e-2,
5.732000e+0,7.40e-2,
5.736000e+0,7.40e-2,
5.740000e+0,7.00e-2,
5.744000e+0,7.00e-2,
5.748000e+0,7.00e-2,
5.752000e+0,7.00e-2,
5.756000e+0,7.00e-2,
5.760000e+0,7.00e-2,
5.764000e+0,7.00e-2,
5.768000e+0,7.00e-2,
5.772000e+0,7.20e-2,
5.776000e+0,7.20e-2,
5.780000e+0,7.40e-2,
5.784000e+0,7.40e-2,
5.788000e+0,7.20e-2,
5.792000e+0,7.20e-2,
5.796000e+0,7.40e-2,
5.800000e+0,7.40e-2,
5.804000e+0,7.40e-2,
5.808000e+0,7.40e-2,
5.812000e+0,7.40e-2,
5.816000e+0,7.40e-2,
5.820000e+0,7.40e-2,
5.824000e+0,7.40e-2,
5.828000e+0,7.60e-2,
5.832000e+0,7.60e-2,
5.836000e+0,7.60e-2,
5.840000e+0,7.60e-2,
5.844000e+0,7.40e-2,
5.848000e+0,7.40e-2,
5.852000e+0,7.80e-2,
5.856000e+0,7.80e-2,
5.860000e+0,7.40e-2,
5.864000e+0,7.40e-2,
5.868000e+0,7.40e-2,
5.872000e+0,7.40e-2,
5.876000e+0,7.40e-2,
5.880000e+0,7.40e-2,
5.884000e+0,7.40e-2,
5.888000e+0,7.40e-2,
5.892000e+0,8.00e-2,
5.896000e+0,8.00e-2,
5.900000e+0,7.60e-2,
5.904000e+0,7.60e-2,
5.908000e+0,7.80e-2,
5.912000e+0,7.80e-2,
5.916000e+0,7.40e-2,
5.920000e+0,7.40e-2,
5.924000e+0,7.60e-2,
5.928000e+0,7.60e-2,
5.932000e+0,7.60e-2,
5.936000e+0,7.60e-2,
5.940000e+0,7.40e-2,
5.944000e+0,7.40e-2,
5.948000e+0,7.60e-2,
5.952000e+0,7.60e-2,
5.956000e+0,7.40e-2,
5.960000e+0,7.40e-2,
5.964000e+0,7.40e-2,
5.968000e+0,7.40e-2,
5.972000e+0,7.40e-2,
5.976000e+0,7.40e-2,
5.980000e+0,7.80e-2,
5.984000e+0,7.80e-2,
5.988000e+0,7.40e-2,
5.992000e+0,7.40e-2,
5.996000e+0,7.40e-2,
6.000000e+0,7.40e-2,
6.004000e+0,7.20e-2,
6.008000e+0,7.20e-2,
6.012000e+0,7.40e-2,
6.016000e+0,7.40e-2,
6.020000e+0,7.40e-2,
6.024000e+0,7.40e-2,
6.028000e+0,7.40e-2,
6.032000e+0,7.40e-2,
6.036000e+0,7.40e-2,
6.040000e+0,7.40e-2,
6.044000e+0,7.00e-2,
6.048000e+0,7.00e-2,
6.052000e+0,7.40e-2,
6.056000e+0,7.40e-2,
6.060000e+0,7.20e-2,
6.064000e+0,7.20e-2,
6.068000e+0,7.40e-2,
6.072000e+0,7.40e-2,
6.076000e+0,7.20e-2,
6.080000e+0,7.20e-2,
6.084000e+0,7.00e-2,
6.088000e+0,7.00e-2,
6.092000e+0,7.00e-2,
6.096000e+0,7.00e-2,
6.100000e+0,7.20e-2,
6.104000e+0,7.20e-2,
6.108000e+0,7.40e-2,
6.112000e+0,7.40e-2,
6.116000e+0,7.00e-2,
6.120000e+0,7.00e-2,
6.124000e+0,6.80e-2,
6.128000e+0,6.80e-2,
6.132000e+0,6.80e-2,
6.136000e+0,6.80e-2,
6.140000e+0,6.80e-2,
6.144000e+0,6.80e-2,
6.148000e+0,7.00e-2,
6.152000e+0,7.00e-2,
6.156000e+0,6.60e-2,
6.160000e+0,6.60e-2,
6.164000e+0,7.00e-2,
6.168000e+0,7.00e-2,
6.172000e+0,6.80e-2,
6.176000e+0,6.80e-2,
6.180000e+0,6.80e-2,
6.184000e+0,6.80e-2,
6.188000e+0,6.60e-2,
6.192000e+0,6.60e-2,
6.196000e+0,6.80e-2,
6.200000e+0,6.80e-2,
6.204000e+0,6.80e-2,
6.208000e+0,6.80e-2,
6.212000e+0,6.60e-2,
6.216000e+0,6.60e-2,
6.220000e+0,6.60e-2,
6.224000e+0,6.60e-2,
6.228000e+0,6.60e-2,
6.232000e+0,6.60e-2,
6.236000e+0,6.60e-2,
6.240000e+0,6.60e-2,
6.244000e+0,6.60e-2,
6.248000e+0,6.60e-2,
6.252000e+0,6.60e-2,
6.256000e+0,6.60e-2,
6.260000e+0,6.80e-2,
6.264000e+0,6.80e-2,
6.268000e+0,6.60e-2,
6.272000e+0,6.60e-2,
6.276000e+0,6.60e-2,
6.280000e+0,6.60e-2,
6.284000e+0,6.40e-2,
6.288000e+0,6.40e-2,
6.292000e+0,6.20e-2,
6.296000e+0,6.20e-2,
6.300000e+0,6.40e-2,
6.304000e+0,6.40e-2,
6.308000e+0,6.40e-2,
6.312000e+0,6.40e-2,
6.316000e+0,6.40e-2,
6.320000e+0,6.40e-2,
6.324000e+0,6.20e-2,
6.328000e+0,6.20e-2,
6.332000e+0,6.20e-2,
6.336000e+0,6.20e-2,
6.340000e+0,6.20e-2,
6.344000e+0,6.20e-2,
6.348000e+0,6.20e-2,
6.352000e+0,6.20e-2,
6.356000e+0,6.20e-2,
6.360000e+0,6.20e-2,
6.364000e+0,6.20e-2,
6.368000e+0,6.20e-2,
6.372000e+0,6.20e-2,
6.376000e+0,6.20e-2,
6.380000e+0,6.00e-2,
6.384000e+0,6.00e-2,
6.388000e+0,6.00e-2,
6.392000e+0,6.00e-2,
6.396000e+0,6.00e-2,
6.400000e+0,6.00e-2,
6.404000e+0,5.80e-2,
6.408000e+0,5.80e-2,
6.412000e+0,6.00e-2,
6.416000e+0,6.00e-2,
6.420000e+0,6.00e-2,
6.424000e+0,6.00e-2,
6.428000e+0,5.80e-2,
6.432000e+0,5.80e-2,
6.436000e+0,5.80e-2,
6.440000e+0,5.80e-2,
6.444000e+0,5.80e-2,
6.448000e+0,5.80e-2,
6.452000e+0,5.80e-2,
6.456000e+0,5.80e-2,
6.460000e+0,5.80e-2,
6.464000e+0,5.80e-2,
6.468000e+0,5.80e-2,
6.472000e+0,5.80e-2,
6.476000e+0,5.80e-2,
6.480000e+0,5.80e-2,
6.484000e+0,6.00e-2,
6.488000e+0,6.00e-2,
6.492000e+0,6.00e-2,
6.496000e+0,6.00e-2,
6.500000e+0,5.80e-2,
6.504000e+0,5.80e-2,
6.508000e+0,5.80e-2,
6.512000e+0,5.80e-2,
6.516000e+0,5.80e-2,
6.520000e+0,5.80e-2,
6.524000e+0,5.80e-2,
6.528000e+0,5.80e-2,
6.532000e+0,5.40e-2,
6.536000e+0,5.40e-2,
6.540000e+0,5.80e-2,
6.544000e+0,5.80e-2,
6.548000e+0,5.20e-2,
6.552000e+0,5.20e-2,
6.556000e+0,5.60e-2,
6.560000e+0,5.60e-2,
6.564000e+0,5.20e-2,
6.568000e+0,5.20e-2,
6.572000e+0,5.40e-2,
6.576000e+0,5.40e-2,
6.580000e+0,5.40e-2,
6.584000e+0,5.40e-2,
6.588000e+0,5.40e-2,
6.592000e+0,5.40e-2,
6.596000e+0,5.40e-2,
6.600000e+0,5.40e-2,
6.604000e+0,5.40e-2,
6.608000e+0,5.40e-2,
6.612000e+0,5.20e-2,
6.616000e+0,5.20e-2,
6.620000e+0,5.20e-2,
6.624000e+0,5.20e-2,
6.628000e+0,5.40e-2,
6.632000e+0,5.40e-2,
6.636000e+0,5.20e-2,
6.640000e+0,5.20e-2,
6.644000e+0,5.20e-2,
6.648000e+0,5.20e-2,
6.652000e+0,5.40e-2,
6.656000e+0,5.40e-2,
6.660000e+0,5.20e-2,
6.664000e+0,5.20e-2,
6.668000e+0,5.20e-2,
6.672000e+0,5.20e-2,
6.676000e+0,5.00e-2,
6.680000e+0,5.00e-2,
6.684000e+0,5.20e-2,
6.688000e+0,5.20e-2,
6.692000e+0,5.00e-2,
6.696000e+0,5.00e-2,
6.700000e+0,5.00e-2,
6.704000e+0,5.00e-2,
6.708000e+0,5.00e-2,
6.712000e+0,5.00e-2,
6.716000e+0,5.20e-2,
6.720000e+0,5.20e-2,
6.724000e+0,5.00e-2,
6.728000e+0,5.00e-2,
6.732000e+0,5.00e-2,
6.736000e+0,5.00e-2,
6.740000e+0,4.80e-2,
6.744000e+0,4.80e-2,
6.748000e+0,5.00e-2,
6.752000e+0,5.00e-2,
6.756000e+0,4.80e-2,
6.760000e+0,4.80e-2,
6.764000e+0,4.60e-2,
6.768000e+0,4.60e-2,
6.772000e+0,4.80e-2,
6.776000e+0,4.80e-2,
6.780000e+0,4.60e-2,
6.784000e+0,4.60e-2,
6.788000e+0,5.00e-2,
6.792000e+0,5.00e-2,
6.796000e+0,4.80e-2,
6.800000e+0,4.80e-2,
6.804000e+0,4.80e-2,
6.808000e+0,4.80e-2,
6.812000e+0,4.80e-2,
6.816000e+0,4.80e-2,
6.820000e+0,4.60e-2,
6.824000e+0,4.60e-2,
6.828000e+0,4.60e-2,
6.832000e+0,4.60e-2,
6.836000e+0,4.60e-2,
6.840000e+0,4.60e-2,
6.844000e+0,4.20e-2,
6.848000e+0,4.20e-2,
6.852000e+0,4.60e-2,
6.856000e+0,4.60e-2,
6.860000e+0,4.80e-2,
6.864000e+0,4.80e-2,
6.868000e+0,4.40e-2,
6.872000e+0,4.40e-2,
6.876000e+0,4.40e-2,
6.880000e+0,4.40e-2,
6.884000e+0,4.40e-2,
6.888000e+0,4.40e-2,
6.892000e+0,4.60e-2,
6.896000e+0,4.60e-2,
6.900000e+0,4.40e-2,
6.904000e+0,4.40e-2,
6.908000e+0,4.40e-2,
6.912000e+0,4.40e-2,
6.916000e+0,4.40e-2,
6.920000e+0,4.40e-2,
6.924000e+0,4.20e-2,
6.928000e+0,4.20e-2,
6.932000e+0,4.00e-2,
6.936000e+0,4.00e-2,
6.940000e+0,4.20e-2,
6.944000e+0,4.20e-2,
6.948000e+0,4.20e-2,
6.952000e+0,4.20e-2,
6.956000e+0,4.40e-2,
6.960000e+0,4.40e-2,
6.964000e+0,4.20e-2,
6.968000e+0,4.20e-2,
6.972000e+0,4.20e-2,
6.976000e+0,4.20e-2,
6.980000e+0,4.20e-2,
6.984000e+0,4.20e-2,
6.988000e+0,3.80e-2,
6.992000e+0,3.80e-2,
6.996000e+0,4.00e-2,
7.000000e+0,4.00e-2,
7.004000e+0,3.80e-2,
7.008000e+0,3.80e-2,
7.012000e+0,4.00e-2,
7.016000e+0,4.00e-2,
7.020000e+0,4.00e-2,
7.024000e+0,4.00e-2,
7.028000e+0,4.20e-2,
7.032000e+0,4.20e-2,
7.036000e+0,3.80e-2,
7.040000e+0,3.80e-2,
7.044000e+0,3.80e-2,
7.048000e+0,3.80e-2,
7.052000e+0,4.00e-2,
7.056000e+0,4.00e-2,
7.060000e+0,4.00e-2,
7.064000e+0,4.00e-2,
7.068000e+0,4.00e-2,
7.072000e+0,4.00e-2,
7.076000e+0,3.80e-2,
7.080000e+0,3.80e-2,
7.084000e+0,4.00e-2,
7.088000e+0,4.00e-2,
7.092000e+0,3.60e-2,
7.096000e+0,3.60e-2,
7.100000e+0,3.60e-2,
7.104000e+0,3.60e-2,
7.108000e+0,3.60e-2,
7.112000e+0,3.60e-2,
7.116000e+0,3.60e-2,
7.120000e+0,3.60e-2,
7.124000e+0,3.80e-2,
7.128000e+0,3.80e-2,
7.132000e+0,3.60e-2,
7.136000e+0,3.60e-2,
7.140000e+0,3.60e-2,
7.144000e+0,3.60e-2,
7.148000e+0,3.40e-2,
7.152000e+0,3.40e-2,
7.156000e+0,3.80e-2,
7.160000e+0,3.80e-2,
7.164000e+0,3.60e-2,
7.168000e+0,3.60e-2,
7.172000e+0,3.40e-2,
7.176000e+0,3.40e-2,
7.180000e+0,3.40e-2,
7.184000e+0,3.40e-2,
7.188000e+0,3.40e-2,
7.192000e+0,3.40e-2,
7.196000e+0,3.40e-2,
7.200000e+0,3.40e-2,
7.204000e+0,3.40e-2,
7.208000e+0,3.40e-2,
7.212000e+0,3.00e-2,
7.216000e+0,3.00e-2,
7.220000e+0,3.40e-2,
7.224000e+0,3.40e-2,
7.228000e+0,3.20e-2,
7.232000e+0,3.20e-2,
7.236000e+0,3.40e-2,
7.240000e+0,3.40e-2,
7.244000e+0,3.40e-2,
7.248000e+0,3.40e-2,
7.252000e+0,3.20e-2,
7.256000e+0,3.20e-2,
7.260000e+0,3.40e-2,
7.264000e+0,3.40e-2,
7.268000e+0,3.20e-2,
7.272000e+0,3.20e-2,
7.276000e+0,3.20e-2,
7.280000e+0,3.20e-2,
7.284000e+0,3.40e-2,
7.288000e+0,3.40e-2,
7.292000e+0,3.40e-2,
7.296000e+0,3.40e-2,
7.300000e+0,3.20e-2,
7.304000e+0,3.20e-2,
7.308000e+0,3.00e-2,
7.312000e+0,3.00e-2,
7.316000e+0,3.00e-2,
7.320000e+0,3.00e-2,
7.324000e+0,3.00e-2,
7.328000e+0,3.00e-2,
7.332000e+0,3.00e-2,
7.336000e+0,3.00e-2,
7.340000e+0,2.80e-2,
7.344000e+0,2.80e-2,
7.348000e+0,2.80e-2,
7.352000e+0,2.80e-2,
7.356000e+0,3.00e-2,
7.360000e+0,3.00e-2,
7.364000e+0,2.80e-2,
7.368000e+0,2.80e-2,
7.372000e+0,2.80e-2,
7.376000e+0,2.80e-2,
7.380000e+0,2.80e-2,
7.384000e+0,2.80e-2,
7.388000e+0,2.80e-2,
7.392000e+0,2.80e-2,
7.396000e+0,3.00e-2,
7.400000e+0,3.00e-2,
7.404000e+0,2.60e-2,
7.408000e+0,2.60e-2,
7.412000e+0,2.80e-2,
7.416000e+0,2.80e-2,
7.420000e+0,2.60e-2,
7.424000e+0,2.60e-2,
7.428000e+0,2.40e-2,
7.432000e+0,2.40e-2,
7.436000e+0,2.60e-2,
7.440000e+0,2.60e-2,
7.444000e+0,2.60e-2,
7.448000e+0,2.60e-2,
7.452000e+0,2.60e-2,
7.456000e+0,2.60e-2,
7.460000e+0,2.60e-2,
7.464000e+0,2.60e-2,
7.468000e+0,2.60e-2,
7.472000e+0,2.60e-2,
7.476000e+0,2.60e-2,
7.480000e+0,2.60e-2,
7.484000e+0,2.60e-2,
7.488000e+0,2.60e-2,
7.492000e+0,2.60e-2,
7.496000e+0,2.60e-2,
7.500000e+0,2.20e-2,
7.504000e+0,2.20e-2,
7.508000e+0,2.20e-2,
7.512000e+0,2.20e-2,
7.516000e+0,2.20e-2,
7.520000e+0,2.20e-2,
7.524000e+0,2.60e-2,
7.528000e+0,2.60e-2,
7.532000e+0,2.20e-2,
7.536000e+0,2.20e-2,
7.540000e+0,2.20e-2,
7.544000e+0,2.20e-2,
7.548000e+0,2.20e-2,
7.552000e+0,2.20e-2,
7.556000e+0,2.40e-2,
7.560000e+0,2.40e-2,
7.564000e+0,2.20e-2,
7.568000e+0,2.20e-2,
7.572000e+0,2.20e-2,
7.576000e+0,2.20e-2,
7.580000e+0,2.20e-2,
7.584000e+0,2.20e-2,
7.588000e+0,2.20e-2,
7.592000e+0,2.20e-2,
7.596000e+0,2.20e-2,
7.600000e+0,2.20e-2,
7.604000e+0,2.00e-2,
7.608000e+0,2.00e-2,
7.612000e+0,2.00e-2,
7.616000e+0,2.00e-2,
7.620000e+0,2.20e-2,
7.624000e+0,2.20e-2,
7.628000e+0,2.20e-2,
7.632000e+0,2.20e-2,
7.636000e+0,1.80e-2,
7.640000e+0,1.80e-2,
7.644000e+0,1.80e-2,
7.648000e+0,1.80e-2,
7.652000e+0,2.00e-2,
7.656000e+0,2.00e-2,
7.660000e+0,1.80e-2,
7.664000e+0,1.80e-2,
7.668000e+0,1.80e-2,
7.672000e+0,1.80e-2,
7.676000e+0,1.80e-2,
7.680000e+0,1.80e-2,
7.684000e+0,1.80e-2,
7.688000e+0,1.80e-2,
7.692000e+0,1.80e-2,
7.696000e+0,1.80e-2,
7.700000e+0,1.80e-2,
7.704000e+0,1.80e-2,
7.708000e+0,1.80e-2,
7.712000e+0,1.80e-2,
7.716000e+0,2.00e-2,
7.720000e+0,2.00e-2,
7.724000e+0,1.80e-2,
7.728000e+0,1.80e-2,
7.732000e+0,1.80e-2,
7.736000e+0,1.80e-2,
7.740000e+0,1.60e-2,
7.744000e+0,1.60e-2,
7.748000e+0,1.80e-2,
7.752000e+0,1.80e-2,
7.756000e+0,1.40e-2,
7.760000e+0,1.40e-2,
7.764000e+0,1.40e-2,
7.768000e+0,1.40e-2,
7.772000e+0,1.60e-2,
7.776000e+0,1.60e-2,
7.780000e+0,1.40e-2,
7.784000e+0,1.40e-2,
7.788000e+0,1.40e-2,
7.792000e+0,1.40e-2,
7.796000e+0,1.20e-2,
7.800000e+0,1.20e-2,
7.804000e+0,1.40e-2,
7.808000e+0,1.40e-2,
7.812000e+0,1.40e-2,
7.816000e+0,1.40e-2,
7.820000e+0,1.40e-2,
7.824000e+0,1.40e-2,
7.828000e+0,1.20e-2,
7.832000e+0,1.20e-2,
7.836000e+0,1.40e-2,
7.840000e+0,1.40e-2,
7.844000e+0,1.40e-2,
7.848000e+0,1.40e-2,
7.852000e+0,1.20e-2,
7.856000e+0,1.20e-2,
7.860000e+0,1.20e-2,
7.864000e+0,1.20e-2,
7.868000e+0,1.00e-2,
7.872000e+0,1.00e-2,
7.876000e+0,1.20e-2,
7.880000e+0,1.20e-2,
7.884000e+0,1.20e-2,
7.888000e+0,1.20e-2,
7.892000e+0,1.00e-2,
7.896000e+0,1.00e-2,
7.900000e+0,1.00e-2,
7.904000e+0,1.00e-2,
7.908000e+0,1.00e-2,
7.912000e+0,1.00e-2,
7.916000e+0,1.00e-2,
7.920000e+0,1.00e-2,
7.924000e+0,1.00e-2,
7.928000e+0,1.00e-2,
7.932000e+0,1.00e-2,
7.936000e+0,1.00e-2,
7.940000e+0,1.00e-2,
7.944000e+0,1.00e-2,
7.948000e+0,1.00e-2,
7.952000e+0,1.00e-2,
7.956000e+0,1.00e-2,
7.960000e+0,1.00e-2,
7.964000e+0,6.00e-3,
7.968000e+0,6.00e-3,
7.972000e+0,1.00e-2,
7.976000e+0,1.00e-2,
7.980000e+0,1.00e-2,
7.984000e+0,1.00e-2,
7.988000e+0,1.00e-2,
